1,1,121.88,333.75,135.0,58.879999999999995,1,1,1.0
1,2,208.5,251.25,95.25,39.75,1,1,0.0
1,3,733.12,266.44,72.38,38.620000000000005,1,1,1.0
2,1,100.55,336.4,139.89,60.5,1,1,1.0
2,2,209.14,251.28,94.61000000000001,39.74999999999997,1,1,0.0
2,3,722.41,269.38,72.06000000000006,37.31999999999999,1,1,1.0
3,1,78.41,339.74,137.29,61.94,1,1,1.0
3,2,209.6,251.29,94.22999999999999,40.34,1,1,0.0
3,3,709.39,270.35,75.51999999999998,38.589999999999975,1,1,1.0
4,1,47.4,343.1,150.92,63.19999999999999,1,1,1.0
4,2,218.77,251.62,85.06999999999996,40.50999999999999,1,1,0.0
4,3,694.93,271.98,76.61000000000001,38.96999999999997,1,1,1.0
5,1,19.8,346.81,152.29999999999998,63.910000000000025,1,1,1.0
5,2,216.92,251.53,86.41999999999999,40.309999999999974,1,1,0.0
5,3,680.42,273.87,77.41000000000008,39.65999999999997,1,1,1.0
6,1,0.0,350.97,147.8,65.08999999999997,1,1,1.0
6,2,213.25,251.98,90.74000000000001,40.46000000000001,1,1,0.0
6,3,666.65,275.5,77.64999999999998,40.370000000000005,1,1,1.0
7,1,0.0,354.43,127.9,67.07,1,1,1.0
7,2,213.86,252.01,89.91999999999996,40.54000000000002,1,1,0.0
7,3,651.7,277.1,78.69999999999993,41.65999999999997,1,1,1.0
8,1,0.0,357.96,105.0,69.24000000000001,1,1,1.0
8,2,213.61,252.19,90.14999999999998,40.28000000000003,1,1,0.0
8,3,637.15,278.6,80.58000000000004,42.60999999999996,1,1,1.0
9,1,0.0,363.46,81.1,61.06,1,1,1.0
9,2,212.05,252.3,91.52999999999997,40.44,1,1,0.0
9,3,622.29,280.62,82.24000000000001,42.93000000000001,1,1,1.0
10,1,0.0,367.81,54.2,57.71999999999997,1,1,1.0
10,2,210.14,252.06,93.02000000000004,40.30000000000001,1,1,0.0
10,3,606.36,283.81,82.78999999999996,42.579999999999984,1,1,1.0
11,1,0.0,377.23,29.05,51.31,1,1,1.0
11,2,210.35,252.43,93.10999999999999,40.420000000000016,1,1,1.0
11,3,591.89,285.19,83.98000000000002,43.839999999999975,1,1,1.0
12,2,209.27,252.39,94.10999999999999,40.49000000000001,1,1,1.0
12,3,576.09,288.09,85.86000000000001,43.59000000000003,1,1,0.0
13,2,208.47,252.72,94.98999999999998,40.50000000000003,1,1,1.0
13,3,560.6,289.75,87.03999999999996,41.94999999999999,1,1,0.0
14,2,208.27,252.94,95.30999999999997,40.51999999999998,1,1,1.0
14,3,544.71,291.11,87.92999999999995,44.339999999999975,1,1,0.0
15,2,208.47,253.11,94.91,40.52999999999997,1,1,1.0
15,3,528.09,293.13,90.18999999999994,46.89999999999998,1,1,0.0
16,2,207.64,252.74,95.22000000000003,40.56,1,1,1.0
16,3,510.53,297.9,92.45000000000005,45.75,1,1,0.0
17,2,207.91,252.78,95.10999999999999,40.53,1,1,1.0
17,3,494.16,301.45,94.28000000000003,45.19,1,1,0.0
18,2,207.11,252.08,94.75999999999999,40.59,1,1,1.0
18,3,475.44,304.09,95.86999999999995,45.78000000000003,1,1,0.0
19,2,206.34,252.55,96.41999999999999,40.47999999999996,1,1,1.0
19,3,459.25,304.02,95.52999999999997,49.31,1,1,0.0
20,2,207.23,252.9,95.78999999999999,40.22999999999999,1,1,1.0
20,3,442.35,305.32,94.81999999999994,51.610000000000014,1,1,0.0
21,2,208.11,252.9,95.52999999999997,40.62999999999997,1,1,1.0
21,3,424.95,307.91,98.94,52.48999999999995,1,1,1.0
22,2,208.06,253.09,95.42000000000002,40.559999999999974,1,1,1.0
22,3,406.71,310.45,101.90000000000003,54.04000000000002,1,1,1.0
23,2,208.47,253.1,94.86999999999998,40.53999999999999,1,1,1.0
23,3,387.98,313.37,104.45999999999998,54.860000000000014,1,1,1.0
24,2,208.45,253.16,94.91000000000003,40.52000000000001,1,1,1.0
24,3,368.97,316.65,106.85999999999996,55.620000000000005,1,1,1.0
25,2,208.79,253.47,94.68000000000004,40.50000000000003,1,1,1.0
25,3,350.14,319.82,108.71000000000004,56.84000000000003,1,1,1.0
26,2,208.06,253.07,95.05000000000001,40.56,1,1,1.0
26,3,329.87,322.5,110.77999999999997,58.329999999999984,1,1,1.0
27,2,208.05,252.96,95.21999999999997,40.53,1,1,1.0
27,3,309.8,326.21,113.5,58.81999999999999,1,1,1.0
28,2,208.08,252.95,95.28,40.50999999999999,1,1,1.0
28,3,289.56,330.02,115.46999999999997,59.450000000000045,1,1,1.0
29,2,207.55,252.89,95.78999999999996,40.27000000000004,1,1,1.0
29,3,267.67,333.07,118.33999999999997,60.889999999999986,1,1,1.0
30,2,207.63,252.78,95.48000000000002,40.41999999999999,1,1,1.0
30,3,246.02,337.08,122.29999999999998,61.400000000000034,1,1,1.0
31,2,207.31,252.34,95.35000000000002,40.49999999999997,1,1,1.0
31,3,223.8,339.62,125.19999999999999,63.31,1,1,1.0
32,2,207.98,252.71,95.08000000000001,40.47999999999999,1,1,1.0
32,3,201.75,343.95,127.75999999999999,63.93000000000001,1,1,1.0
33,2,207.77,252.46,95.21000000000001,40.51000000000002,1,1,1.0
33,3,178.17,346.84,131.80000000000004,67.11000000000001,1,1,1.0
34,2,207.78,252.55,95.27000000000001,40.5,1,1,1.0
34,3,153.57,351.56,135.95999999999998,66.82999999999998,1,1,1.0
35,2,208.07,252.74,95.28000000000003,40.48000000000002,1,1,1.0
35,3,128.87,354.92,139.90999999999997,69.44999999999999,1,1,1.0
36,2,208.29,252.81,95.28,40.48000000000002,1,1,1.0
36,3,103.13,358.65,144.5,71.5,1,1,1.0
37,2,208.01,252.77,95.75999999999999,40.48999999999998,1,1,1.0
37,3,76.52,363.77,148.94,71.81,1,1,1.0
38,2,208.1,252.48,95.17999999999998,40.53,1,1,1.0
38,3,49.01,366.54,153.20000000000002,74.47999999999996,1,1,1.0
39,2,208.38,252.37,94.98000000000002,40.50999999999999,1,1,1.0
39,3,20.54,371.91,158.64000000000001,75.77999999999997,1,1,1.0
40,2,208.83,252.67,94.91,40.49000000000004,1,1,1.0
40,3,0.0,376.43,155.47,77.68,1,1,1.0
41,2,208.21,252.1,95.10999999999999,40.53,1,1,1.0
41,3,0.0,380.9,130.21,79.41000000000003,1,1,1.0
42,2,208.4,251.96,94.70000000000002,40.52000000000001,1,1,1.0
42,3,0.0,384.6,104.99,81.91999999999996,1,1,1.0
43,2,208.29,251.85,95.03999999999999,40.52000000000001,1,1,1.0
43,3,0.0,389.93,80.18,75.14999999999998,1,1,1.0
44,2,208.87,252.31,94.94,40.21999999999997,1,1,1.0
44,3,0.0,399.5,52.53,65.69,1,1,1.0
45,2,209.09,252.51,95.15,40.35000000000002,1,1,1.0
45,3,0.0,412.5,25.6,55.5,1,1,1.0
46,2,208.77,252.54,94.70000000000002,39.98999999999998,1,1,1.0
47,2,208.79,252.29,94.54999999999998,40.31000000000003,1,1,1.0
48,2,208.66,252.31,94.51000000000002,40.410000000000025,1,1,1.0
49,2,208.32,252.38,94.98000000000002,40.47000000000003,1,1,1.0
50,2,208.03,252.05,95.16,40.75999999999999,1,1,1.0
51,2,207.9,251.88,94.72,40.629999999999995,1,1,1.0
51,4,950.81,230.16,9.190000000000055,47.76000000000002,1,1,1.0
52,2,208.06,251.82,95.07999999999998,41.01999999999998,1,1,1.0
52,4,947.2,225.5,12.799999999999955,52.420000000000016,1,1,1.0
53,2,208.49,251.78,94.69999999999999,41.16,1,1,1.0
53,4,942.1,226.0,17.899999999999977,57.0,1,1,1.0
54,2,208.56,252.18,94.52999999999997,40.74000000000001,1,1,1.0
54,4,935.4,226.0,24.600000000000023,57.0,1,1,1.0
55,2,208.76,252.54,94.71000000000004,40.59,1,1,1.0
55,4,934.6,226.0,25.399999999999977,59.80000000000001,1,1,1.0
56,2,208.45,253.04,95.04000000000002,40.51000000000002,1,1,1.0
56,4,928.74,225.63,31.25999999999999,64.50999999999999,1,1,1.0
57,2,208.39,253.42,95.15000000000003,40.49000000000004,1,1,1.0
57,4,928.74,225.63,31.25999999999999,64.50999999999999,1,1,1.0
58,2,208.27,253.79,95.66999999999999,40.48999999999998,1,1,1.0
58,4,922.3,225.46,37.700000000000045,66.60999999999999,1,1,1.0
59,2,208.07,253.78,95.12,40.52000000000001,1,1,1.0
59,4,916.1,225.6,43.48000000000002,68.71000000000001,1,1,1.0
60,2,208.15,253.85,95.18999999999997,40.50000000000003,1,1,1.0
60,4,912.04,225.62,47.81000000000006,70.45999999999998,1,1,1.0
61,2,208.52,254.24,95.21000000000001,40.46999999999997,1,1,1.0
61,4,908.63,225.89,51.33000000000004,71.0,1,1,1.0
62,2,208.55,254.48,95.22999999999996,40.47999999999999,1,1,1.0
62,4,902.7,226.06,57.299999999999955,72.14999999999998,1,1,1.0
63,2,208.49,254.61,95.21999999999997,40.5,1,1,1.0
63,4,897.46,226.43,62.389999999999986,73.27999999999997,1,1,1.0
64,2,208.17,254.83,95.21000000000001,40.52000000000001,1,1,1.0
64,4,891.45,226.3,68.54999999999995,77.39999999999998,1,1,1.0
65,2,208.03,255.03,95.22,40.49999999999997,1,1,1.0
65,4,885.84,226.31,73.96999999999991,76.32999999999998,1,1,1.0
66,2,208.13,255.28,95.20999999999998,40.24999999999997,1,1,1.0
66,4,879.8,226.45,79.96000000000004,77.90000000000003,1,1,1.0
67,2,207.69,255.03,95.25,40.440000000000026,1,1,1.0
67,4,873.83,227.5,86.02999999999997,79.0,1,1,1.0
68,2,207.72,255.06,95.20000000000002,40.48000000000002,1,1,1.0
68,4,867.57,227.94,92.02999999999997,79.81,1,1,1.0
69,2,208.27,255.46,95.03,40.46000000000001,1,1,1.0
69,4,862.11,228.18,97.88999999999999,81.04000000000002,1,1,1.0
70,2,208.2,255.61,95.19,40.49000000000001,1,1,1.0
70,4,856.08,227.48,103.91999999999996,82.96000000000001,1,1,1.0
70,5,848.3,260.06,8.980000000000018,17.189999999999998,1,1,0.0
71,2,208.31,255.82,95.00999999999999,40.49000000000001,1,1,1.0
71,4,848.19,227.8,111.80999999999995,84.86000000000001,1,1,1.0
71,5,842.41,260.52,8.990000000000009,17.200000000000045,1,1,0.0
72,2,208.22,256.12,95.17999999999998,40.49000000000001,1,1,1.0
72,4,841.37,228.06,118.63,86.26999999999998,1,1,1.0
72,5,833.35,262.0,8.990000000000009,17.189999999999998,1,1,0.0
73,2,208.81,256.16,94.66000000000003,40.47999999999996,1,1,1.0
73,4,834.6,228.47,125.18999999999994,87.46000000000001,1,1,1.0
73,5,824.29,263.47,8.990000000000009,17.189999999999998,1,1,0.0
74,2,208.43,256.64,95.05000000000001,40.24000000000001,1,1,1.0
74,4,827.74,229.16,132.26,88.14000000000001,1,1,1.0
74,5,818.72,263.62,8.980000000000018,17.19999999999999,1,1,0.0
75,2,208.46,256.87,95.18999999999997,40.15999999999997,1,1,1.0
75,4,820.37,230.21,139.63,88.37999999999997,1,1,1.0
75,5,807.87,263.47,16.730000000000018,18.629999999999995,1,1,0.0
76,2,207.51,256.49,95.71000000000004,40.43000000000001,1,1,1.0
76,4,811.64,231.67,148.14999999999998,89.22999999999999,1,1,1.0
76,5,797.96,265.64,16.730000000000018,18.629999999999995,1,1,0.0
77,2,208.68,256.9,94.93,40.43000000000001,1,1,1.0
77,4,804.92,232.47,155.08000000000004,89.59,1,1,1.0
77,5,790.99,265.95,16.730000000000018,18.629999999999995,1,1,0.0
78,2,207.86,256.52,95.13,40.52000000000004,1,1,1.0
78,4,796.43,233.93,163.44000000000005,90.82,1,1,1.0
78,5,781.54,265.92,16.730000000000018,20.269999999999982,1,1,0.0
79,2,207.79,256.57,95.23999999999998,40.5,1,1,1.0
79,4,788.79,234.3,164.21000000000004,92.88,1,1,1.0
79,6,950.95,237.46,9.049999999999955,30.299999999999983,1,1,0.0
79,5,772.09,265.9,16.730000000000018,21.900000000000034,1,1,0.0
80,2,207.26,256.06,94.99000000000001,40.56,1,1,1.0
80,4,779.92,235.28,167.38,94.47,1,1,1.0
80,6,943.5,237.46,12.799999999999955,30.299999999999983,1,1,0.0
80,5,760.48,262.2,22.620000000000005,26.840000000000032,1,1,0.0
81,2,207.1,256.08,95.66,40.50999999999999,1,1,1.0
81,4,771.11,237.2,170.78999999999996,93.92000000000002,1,1,1.0
81,6,940.1,238.38,12.799999999999955,30.310000000000002,1,1,0.0
81,5,750.7,262.2,23.699999999999932,26.840000000000032,1,1,0.0
82,2,207.34,256.15,95.42999999999998,40.49000000000001,1,1,1.0
82,4,762.2,238.1,174.29999999999995,94.48999999999998,1,1,1.0
82,6,934.22,238.69,12.799999999999955,30.310000000000002,1,1,0.0
82,5,742.94,261.22,28.049999999999955,29.46999999999997,1,1,0.0
83,2,207.15,256.07,95.58000000000001,40.50999999999999,1,1,1.0
83,4,753.51,239.6,177.59000000000003,94.96000000000001,1,1,1.0
83,6,927.58,240.08,12.799999999999955,30.309999999999974,1,1,0.0
83,5,732.9,261.94,29.50999999999999,29.310000000000002,1,1,0.0
84,2,207.0,256.04,96.37,40.26999999999998,1,1,1.0
84,4,744.06,240.0,181.24,96.67000000000002,1,1,1.0
84,6,920.93,241.48,12.800000000000068,30.299999999999983,1,1,0.0
84,5,722.07,262.44,32.289999999999964,29.829999999999984,1,1,0.0
85,2,206.96,255.54,95.68999999999997,40.41,1,1,1.0
85,4,734.87,240.9,183.33000000000004,98.16,1,1,1.0
85,6,914.74,241.48,12.799999999999955,30.299999999999983,1,1,0.0
85,5,710.69,263.38,33.20999999999992,30.0,1,1,0.0
86,2,207.3,255.61,95.44999999999999,40.44999999999999,1,1,1.0
86,4,726.13,242.3,184.87,98.82999999999998,1,1,1.0
86,6,908.25,241.63,12.799999999999955,30.30000000000001,1,1,0.0
